Abstract,Prob_NotPositive,Prob_Positive,Prediction,Target
"Background: Consumption of 3 g oat beta-glucan/d is considered sufficient to lower serum LDL cholesterol, but some studies have shown no effect. LDL cholesterol lowering by oat beta-glucan may depend on viscosity, which is controlled by the molecular weight (MW) and amount of oat beta-glucan solubilized in the intestine (C). Objectives: Our 2 primary objectives were to determine whether consumption of 3 g high-MW oat beta-glucan/d would reduce LDL cholesterol and whether LDL cholesterol lowering was related to the log(MW x C) of oat beta-glucan. Design: In a double-blind, parallel-design, multicenter clinical trial, subjects with LDL cholesterol >= 3.0 and <= 5.0 mmol/L (n = 786 screened, n = 400 ineligible, n = 19 refused, n = 367 enrolled, and n = 345 completed) were randomly assigned to receive cereal containing wheat fiber (n = 87) or 3 g high-MW (2,210,000 g/mol, n = 86), 4 g medium-MW (850,000 g/mol, n = 67), 3 g medium-MW (530,000 g/mol, n = 64), or 4 g low-MW (210,000 g/mol, n = 63) oat beta-glucan/d (divided doses, twice daily) for 4 wk. Results: LDL cholesterol was significantly less with 3 g high-MW, 4 g medium-MW, and 3 g medium-MW oat beta-glucan cereals than with the wheat-fiber cereal by 0.21 (5.5%; 95% CI: -0.11, -0.30; P = 0.002), 0.26 (6.5%; 95% CI: -0.14, -0.37; P = 0.0007), and 0.19 (4.7%; 95% CI: -0.08, -0.30; P = 0.01) mmol/L, respectively. However, the effect of 4 g low-MW oat beta-glucan/d (0.10 mmol/L) was not significant (2.3%; 95% CI: 0.02, -0.20). By analysis of covariance, log(MW x C) was a significant determinant of LDL cholesterol (P = 0.003). Treatment effects were not significantly influenced by age, sex, study center, or baseline LDL cholesterol. Conclusions: The physicochemical properties of oat beta-glucan should be considered when assessing the cholesterol-lowering ability of oat-containing products; an extruded breakfast cereal containing 3 g oat beta-glucan/d with a high-MW (2,210,000 g/mol) or a medium-MW (530,000 g/mol) lowered LDL cholesterol similarly by approximate to 0.2 mmol/L (5%), but efficacy was reduced by 50% when MW was reduced to 210,000 g/mol. This trial was registered at www.clinicaltrials.gov as NCT00981981. Am J Clin Nutr 2010;92:723 32.",0.07376754283905029,0.9262325167655945,1,1
"Twenty bacteria isolated from three commercial oat bran products were tested for their folate production capability. The bacteria as well as some reference organisms were grown until early stationary phase on a rich medium (YPD), and the amount of total folate in the separated cell mass and the culture medium (supernatant) was determined by microbiological assay. Folate vitamer distribution was determined for eight bacteria including one isolated from rye flakes. For seven bacteria the effect of temperature and pH on folate production was studied in more detail. Relatively large amount of folate was both produced in the cell biomass (up to 20.8 mu g/g) and released to the culture medium (up to 0.38 mu g/g) by studied bacteria. The best producers were characterized as Bacillus subtilis ON4, Chryseobacterium sp. NR7, Janthinobacterium sp. RB4, Pantoea agglomerans ON2. and Pseudomonas sp ON8. The level of folate released in culture medium was the highest for B. subtilis ON5, Chryseobacterium sp. NR7, Curtobacterium sp. ON7, Enterococcus durans ON9, Janthinobacterium sp. RB4, Paenibacillus sp. ON10, Propionibacterium sp. RB9, and Staphylococcus kloosii RB7. Marked differences in the distribution of folate vitamers among the bacterial strains were revealed by the HPLC analysis. The main vitamers were tetrahydrofolate, 5,10-methenyltetrahydrofolate, 5-methyltetrahydrofolate, and 5-formyltetrahydrofolate. Increase in the folate content during bacterial growth was accompanied by proportional increase in the 5-methyltetrahydrofolate content and decrease of 5-formyltetrahydrofolate. 10-Formylfolic acid dominated in the culture media of four bacteria, and Janthinobacterium sp. RB4 was also found to excrete 5-methyltetrahydrofolate. Intracellular folate content was higher when the bacteria were grown at 28 degrees C than at 18 degrees C or 37 degrees C and also higher at pH 7 than at pH 5.5. (C) 2010 Elsevier B.V. All rights reserved.",0.4960058331489563,0.5039942264556885,1,0
"gamma-Aminobutyric acid (GABA) is the principal inhibitory neurotransmitter in the central nervous system and provides beneficial effects for human and other animals health. To accumulate GABA, samples from two different naked oat cultivars, Baiyan II and Bayou I, were steeped and germinated in an incubator. The content of GABA and glutamic acid as well as the activity of the glutamate decarboxylase (GAD) in oats during steeping and germination were investigated with an amino acid automatic analyzer. Compared with raw groats, an increase in GABA content of oat groats during steeping and germination was continuously observed for two oat cultivars. The activity of GAD increased greatly at the end of steeping and the second stage of germination for Baiyan II and Bayou I, respectively. Glutamic acid content of treated oat groats was significantly lower than that in raw groats until the later period of germination. GABA was correlated (p < 0.01) significantly and positively with the glutamic acid rather than GAD activity in the current study. The results indicates that steeping and germination process under highly controlled conditions can effectively accumulate the GABA in oat groats for Baiyan II and Bayou I, which would greatly facilitate production of nutraceuticals or food ingredients that enable consumers to gain greater access to the health benefits of oats. However, more assays need to be further performed with more oat cultivars.",0.008189443498849869,0.9918105602264404,1,1
"Oat (Avena sativa L.) kernels appear to contain much higher polar lipid concentrations than other plant tissues. We have extracted, identified, and quantified polar lipids from 18 oat genotypes grown in replicated plots in three environments to determine genotypic or environmental variation in these lipids. Validation experiments indicated a solid phase silica gel extraction step elution provided excellent and clean separation of extracted lipids into neutral lipid, glycolipid, and phospholipid fractions. Analysis of phospholipids by HPLC (normal phase, diol column) indicated phosphatidylethanolamine, phosphatidylcholine, phosphatidic acid, phosphatidylglycerol, phosphatidylinositol, and lyso- forms but very little genotypic or environmental variation. Di, tri and tetragalactosyl-diacylglycerols were quantified in the glycolipids, along with their mono-, di-, and tri-acyl estolides. Most of these exhibited significant genotypic variation. Molecular species analysis of the glycolipids in the Morton cultivar by direct infusion electrospray ionization tandem mass spectrometry confirmed the enormous diversity of galactosyl-lipids in oats. Analyses indicated total lipid of approximate to 8.3% (dry weight basis), of which approximate to 10% was phospholipid and 11% was glycolipids. These results indicate that oats are a rich source of polar lipids and contain an extremely rich diversity of galactosyl-lipids.",0.04936866834759712,0.9506313800811768,1,1
"The aim of this research was to identify endogenous bacteria in commercial oat bran and rye flake products in order to study their folate production capability while maintaining the soluble dietary fibre components in physiologically active, unhydrolyzed form. Fourty-two bacteria were isolated from three different oat bran products and 26 bacteria from one rye flake consumer product. The bacteria were tentatively identified by sequence analysis of the 16S rRNA genes. The identification results revealed up to 18 distinct bacterial species belonging to 13 genera in oat bran, and 11 species belonging to 10 genera in rye flakes. The most common bacterial genus in oat bran was Pantoea, followed by Acinetobacter, Bacillus, and Staphylococcus. Pantoea species dominated also in rye flakes. The extracellular enzymatic activities of the isolates were studied by substrate hydrolysis plate assays. Nearly 80% of the isolates hydrolyzed carboxymethylcellulose, whereas starch-degrading activities were surprisingly rare (10%). Beta-glucan was hydrolyzed by 19% of the isolates. Protease, lipase or xylanase activity was expressed by 24%, 29%, and 16%, respectively, of the isolates. Representatives of the genera Bacillus, Curtobacterium, Pedobacter, and Sanguibacter showed the highest diversity of enzymatic activities, whereas members of Jorithinobacterium and Staphylococcus possessed no hydrolytic activities for the substrates studied. Production capability for total folates was analyzed from aerobic cell cultures at the stationary growth phase. The amount of folates was determined separately for the cell mass and the supernatant by microbiological assay. For comparison, folate production was also examined in a number of common lactic acid bacteria. The best producers in oat bran belonged to the genera Bacillus, Janthinobacterium, Pantoea, and Pseudomonas, and those in rye flakes to Chryseobacteritim, Erwinia, Plantibacter, and Pseudomonas. Supernatant folate contents were high for Bacillus, Erwinia, Janthinobacterium, Pseudomonas, and Sanguibacter. Compared to the endogenous bacteria, lactic acid bacteria were poor folate producers. The results of this work provide the first insight into the potential role of endogenous microflora in modulating the nutrient levels of oat and rye based cereal products, and pave way to future innovations of nutritionally improved cereal foods. (C) 2010 Elsevier By. All rights reserved.",0.03484804183244705,0.9651520252227783,1,0
"This study has examined the effect of water activity (a(w), 0.995-0.90) and temperature (10-37 degrees C) on the lag phases prior to growth, growth rates and used models to develop two dimensional profiles for optimum and marginal conditions for two strains of Fusarium langsethiae from four northern European countries (UK, Norway, Sweden, and Finland) on an oat-based medium. Results showed that the optimum a(w) for growth was at 0.98-0.995 and 25 degrees C. The limit for growth of the strains was at 0.92-0.93 a(w) with minima of 10 degrees C. No growth occurred at 37 degrees C. The lag phases prior to growth were lowest under optimum conditions and extended to >10 days at marginal conditions. Statistical analyses of intra and inter-strain differences in terms of both lag phases prior to growth and growth rates were not statistically significant. However, a(w) and temperature were statistically significant factors. Two dimensional profiles for strains from each country of origin were built to identify optimum and marginal conditions for F. langsethiae for the first time. These environmental profiles will be beneficial for improving the ecological knowledge of this species which is able to produce trichothecene mycotoxins in a range of temperate cereals. (C) 2010 Elsevier B.V. All rights reserved.",0.20430304110050201,0.7956969738006592,1,1
"Net glucose and SCFA flux and insulin secretion into the portal vein might be associated with the incretins glucose-dependent insulinotropic polypeptide (GIP) and glucagon-like peptide-1 (GLP-1). Our objectives were to clarify this association and study the impact of 2 doses of dietary oat beta-glucan on the variables. Three 35-kg portal vein-catheterized pigs were fed 3 diets containing 0, 3, or 6% oat beta-glucan concentrate (BGO, BG3, and 8G6) for 7 d in a repeated 3 x 3 Latin square. On d 7, blood was sampled for 12 h postprandially. Net glucose flux and apparent hormone production were calculated from plasma portal-arterial differences x flow. Postprandially, pigs fed BG6 had lower (P < 0.05) portal glucose at 15, 30, and 45 min and a lower (P < 0.05) net glucose flux during the first hour. Pigs fed BG6 tended to have lower (P < 0.10) portal C-peptide without lowering insulin, indicating that pigs fed BG6 had lower actual insulin release combined with a higher prehepatic retention of insulin. Pigs fed BG6 had lower (P < 0.05) portal GIP and GLP-1, which in turn were correlated (R-2 = 0.81 and 0.88, respectively; P < 0.01) with portal glucose. Pigs fed BG3 and BG6 had a higher (P < 0.05) net SCFA flux than pigs fed BGO, indicating increased fermentation. In conclusion, dietary supplementation of 6% oat beta-glucan concentrate decreased net glucose flux, increased net SCFA flux, and decreased peak apparent insulin production, changes that were associated with GIP and GLP-1 mediation. J. Nutr. 140: 1564-1569, 2010.",0.16830074787139893,0.8316991925239563,1,1
"BACKGROUND: The present study focused on the antioxidant activities of aged oat (Avena sativa L.) vinegar. The antioxidant activities of oat and vinegar have been proved by many previous research studies. It should be noted that oat vinegar, as a novel seasoning, has antioxidant activity. RESULTS: Oat vinegar showed stronger radical scavenging activities, reducing power, and inhibition of lipid peroxidation than rice vinegar. The concentrations of polyphenols and flavonoids in oat vinegar were higher than those in rice vinegar. Ethyl acetate extract of oat vinegar possessed the most varieties of phenolic acids and showed the strongest antioxidant activity compared with ethanol and water extracts. At suitable doses of oat vinegar, the malondialdehyde value was decreased, activities of superoxide dismutase and glutathione peroxidase were promoted, and hepatic damage induced by Co-60 gamma-irradiation was ameliorated in aging mice. CONCLUSION: Oat vinegar manifested antioxidant activity which was stronger than that of rice vinegar in vitro and the same as that of vitamin E in vivo. (C) 2010 Society of Chemical Industry",0.05938500910997391,0.9406150579452515,1,1
"Seven experimental oat lines with high (6.2-7.2%), medium (5.5-5.9%), and low (4.4-5.3%) beta-glucan concentrations were evaluated for contributions of beta-glucan, starch, protein, and their interactions, to pasting properties of oat flours by using a Rapid Visco Analyser (RVA, Newport Scientific, Warriewood, NSW, Australia). Significant correlations (P < 0.05) between beta-glucan concentration and pasting parameters of oat slurries were obtained under autolysis without 1 h of incubation, inhibition, and amylolysis. The relative decrease of viscosity after enzymatic hydrolysis of beta-glucan correlated with beta-glucan concentration (P < 0.05). These data demonstrated the important contribution of beta-glucan to pasting. The relative decrease of viscosity after either amylolysis or enzymatic removal of protein correlated with beta-glucan concentration (P<0.1), which might be explained by the considerable contribution of the interaction of beta-glucan with starch and protein, to pasting. The viscosity decrease by hydrolysis of protein was much greater than the actual viscosity remaining after hydrolysis of both beta-glucan and starch, reconfirming the importance of interactions between protein and other oat components to pasting. Optimal multiple linear regression (MLR) models were generated to predict key pasting parameters in both buffer without 1 h of incubation and silver nitrate solution by using a stepwise procedure. The beta-glucan concentration alone or together with the concentration of starch, rather than protein, was selected as the predictor under certain conditions. These results illustrated the major unit contribution of beta-glucan, secondary unit contribution of starch, and minimal unit contribution of protein to pasting.",0.4934687912464142,0.5065311789512634,1,1
"The effects of added transglutaminase (TG) on the rheological and thermal properties of oat dough were evaluated. Mixolab, rheometer, and differential scanning calorimetry (DSC) were used to analyse the oat dough for changes in thermomechanical, theological, and thermal properties. TG had distinct effects on dough water absorption, modified viscoelastic behaviour, and enhanced thermal stability. The dough also exhibited a decrease in the number of free amino groups after TG treatment, confirming protein cross-linking catalysed by TG. Electrophoresis of TG-treated oat protein fractions using SDS-PAGE, which was also used to analyse the effects of TG on the protein fractions of oat flour; it showed that both globulin and avenin were good substrates for TG. (C) 2010 Published by Elsevier Ltd.",0.2919174134731293,0.7080825567245483,1,1
"In the present study, we evaluated the cholesterol-lowering effects of different oat bran (OB) preparations, differing regarding their peak molecular weight (MW) of beta-glucans (2348, 1311, 241, 56, 21 or <10 kDa). in C57BL/6NCrl mice. The diets were designed to be atherogenic (0.8% cholesterol and 0.1 % cholic acid), and they reflected the Western diet pattern (41 % energy fat). All OB preparations that were investigated significantly reduced plasma cholesterol when compared with a cellulose-containing control diet, regardless of the molecular weight of beta-glucan. Moreover, the difference in viscous properties between the processed OB (from 0-11 to 17.71/g) did not appear to play a major role in the cholesterol-lowering properties. In addition, there was no correlation between the molecular weight of beta-glucan and the amount of propionic acid formed in caecum. Interestingly, however, there was a significant correlation between the ratio of (propionic acid + butyric acid)/acetic acid and the MWp of beta-glucans: the ratio increased with increasing molecular weight. The results of the present study suggest that the molecular weights and viscous properties of beta-glucan in oat products may not be crucial parameters for their cholesterol-lowering effects.",0.6803650259971619,0.3196350336074829,0,0
"High pressure and rotor/stator homogenisation are widely used techniques in modifying rheologically interesting polysaccharides such as cereal beta-glucan for food purposes. However, the influence of the homogenisation-induced mechanical stress on beta-glucan has not been reported. The influence of three different homogenisers (two high-pressure homogenisers and a rotor/stator homogeniser) was examined in terms of the change in flow and molecular properties of oat beta-glucan in semi-dilute and concentrated solutions. A clear and irreversible decrease in viscosity and change in flow behaviour were observed after each homogenisation treatment of the semi-dilute solution. The viscosity had a linear relationship with molar mass in the high-pressure homogenised samples and they both decreased in parallel with the mechanical energy input. With the molar mass decrease, the shape of beta-glucan became more spherical and dense. In addition, the molecular weight distribution narrowed and storage-related viscosity stabilized. No considerable differences between the influences of the two high-pressure techniques were observed inconsistently with previous studies. Both molecular and technical characteristics were concluded to affect the fragmentation of beta-glucan in high-pressure homogenisation. Since homogenisation enhanced the structural stability of the solution and the fragmentation was dependent on the energy input, the techniques were concluded to be relevant methods for controlled fragmentation of beta-glucan. (C) 2010 Elsevier Ltd. All rights reserved.",0.6268845796585083,0.3731153905391693,0,1
"A method has been developed for the simultaneous analysis of 22 mycotoxins in wheat, barley, oats, rye and maize grain. Analysis is carried out with liquid chromatography-electrospray ionisation tandem mass spectrometry. The compounds included in this analysis are aflatoxins, sterigmatocystin, cyclopiazonic acid, tricothecenes, ochratoxin A, fumonisins, zearalonone, and ergot alkaloids. Sample extraction (2 g) with acetonitrile:water (8 ml, 80:20) was carried out for 2 min using a commercial sample preparation apparatus (Stomacher (R)). The extract was then centrifuged, filtered and analysed. Extraction of fumonisins from maize (2 g) was optimised by first extracting the maize with acetonitrile: water (5 ml, 80:20) followed by the addition of water (3 ml), which permitted extraction of the 22 mycotoxins, including the fumonisins. Chromatography was carried out with a minicolumn (7.5x2.1 mm, 5 mu m) (5 mu l sample injection) and in 11 min, including column reconditioning. Analysis was carried out with 2 MRM transitions for the precursor ions. All method detection limits were below current maximum Canadian residue limits. Matrix effects for each compound in each of the 5 matrices were estimated and ranged from 70 to 149%, but most were 100 +/- 10%. Accuracy, repeatability and ruggedness were established. Proficiency samples from FERA (Food and Environment Research Agency, Sand Hutton, York, UK) were tested and are reported. Finally, 100 field samples of the various grains were tested with this method and are reported with the observation of numerous mycotoxins in all matrices, including ergotamine in winter wheat.",0.6159267425537109,0.3840732276439667,0,0
"The tendency of mixed linkage oat beta-glucan to form viscous solutions is generally assumed to be related to its ability to lower serum cholesterol levels in humans. However, the association has not been clearly demonstrated. To conduct a clinical trial showing the relationship between LDL-cholesterol levels and viscosity, a series of extruded oat bran cereals were prepared in which the beta-glucan had a range of molecular weights and modified solubility. An extraction protocol using physiological enzymes at 37 C was used to estimate the effect that the cereals would have on gut viscosity. By reducing the molecular weight from 1,930,000 to 251,000 g/mol, the apparent viscosity in the physiological extract dropped from 2900 to 131 mPa.s (at 30 s(-1)). Microscopic examination showed that as the extrusion conditions were made more severe, to cause depolymerization, the integrity of the cell walls was lost and beta-glucan dispersed throughout the cereal. Differences in the hardness and density of the extruded cereals were also evident as the molecular weight was reduced.",0.612785279750824,0.38721463084220886,0,0
"Three commercial wholegrain oat (WO) flours from Finland (WOF), Ireland (WOI) and Sweden (WOS) were evaluated for their bread making ability with the objective of finding predictive relationships between flour physicochemical properties and bread quality. Overall, significant differences were found in the bread making properties of the WO flours. Good bread quality was obtained when using WOS and W01 flour since breads showed high specific loaf volume and slice height as well as low density and hardness. Low quality breads were obtained when WOF flour was used. In addition, positive effects on oat bread quality were observed for low batter viscosity and high deformability, as obtained for WOS and W01. Based on the physicochemical analysis of the flours, water hydration capacity was found to be the main reason for increased elasticity of WOF batters. Small flour particle size, damaged starch granules and high protein content were identified as the key factors causing increased water hydration capacity. These findings suggest that WO flours with coarse particle size, limited starch damage and low protein content result in superior oat bread quality. (C) 2010 Elsevier Ltd. All rights reserved.",0.1568077802658081,0.8431922197341919,1,1
"Microsatellites are one of the most powerful marker systems for assesment of genetic diversity of plant species. The objective of this study was to determine the genetic relationships among Turkish hexaploid oat genotypes (Avenasativa L.) using microsatellite markers. Fifteen oat cultivars were analyzed as follows: nine cultivars of Turkish origins, one wild Turkish species, one Turkish breeding line, and four of USA origins. Among 17 locus specific microsatellite primers (AM), six (35%) generated polymorphic amplification products and were used for cultivar identification and determination of genetic relationships. Homozygous and heterozygous alleles were observed for AM1 and AM7 loci. Polymorphism Information Content (PIC) values were estimated within the range of 0 and 0.88, with an average of 0.66. One to 12 alleles were observed with the studied markers. Allele sizes were used to estimate simple matching (SM) similarities followed by the unweighted pair-group method with arithmetic Average (UPGMA). Based on these data, all genotypes were differentiated from each other, except Seydisehir and Yesilkoy 1779 cultivars. In addition, Ankara 76 was found to be the most dissimilar cultivar to all other sampled genotypes. The USA cultivars were closely allied to Turkish cultivars. The results of this study will be the integral part of future oat breeding programs.",0.30375948548316956,0.6962405443191528,1,1
"This study examined the effect of whole oat consumption in the oxidative stress induced by exercise in rats. The activity of antioxidant enzymes (catalase [CAT] and glutathione peroxidase [GSH-Px]), lipid peroxidation by the measurement of thiobarbituric acid reactive substances in blood and plasma and also the total antioxidants (Trolox equivalent antioxidant capacity) present in plasma were available. The animals submitted to a swimming exercise program for 15 days, which did not receive the oats, showed an increase in CAT level, while the animals that were fed the modified diet did not show the same increase. No differences were observed in GSH-Px and lipid peroxidation between groups. Antioxidant capacity was higher in the plasma of animals that were fed with the modified diet. This study indicates that whole oat supplementation may be beneficial against the oxidative stress induced by exercise. Pratical applications Currently, many people have been ingesting polyphenolic dietary supplements in an attempt to avoid free radical damage which has been linked to the aging process and some degenerative diseases. Among other factors, these free radicals are produced in the body during physical exercise. This work demonstrates that the inclusion of whole oats in the diet can contribute to prevention of oxidative damage caused by acute exercise-induced oxidative stress.",0.008988766930997372,0.9910112619400024,1,1
"Probiotics must be consumed at a level of 10(7) CFU/mL for successful colonization of the gut. In yogurts containing beneficial cultures, the survival of probiotic strains can quickly decline below this critical concentration during cold storage. We hypothesized that beta-glucan would increase the viability of bifidobacteria strains in yogurt during cold storage. Yogurts were produced containing 0.44% beta-glucan (concentrated or freeze-dried) extracted from whole oat flour and/or 1.33% modified corn starch, and bifidobacteria (B. breve or B. longum) at a concentration of at least 10(9) CFU/mL. All yogurts were stored at 4 degrees C. Bifidobacteria and yogurt cultures, Streptococcus thermophilus and Lactobacillus delbureckii subsp. bulgaricus, were enumerated from undisturbed aliquots before fermentation, after fermentation, and once a week for 5 wk. S. thermophilus and L. bulgaricus maintained a concentration of at least 10(8) CFU/mL in yogurts containing concentrated or freeze-dried beta-glucan regardless of starch addition, and in the control with no added beta-glucan or starch. Similarly, the probiotic, Bifidobacterium breve, survived above a therapeutic level in all treatments. The addition of beta-glucan prolonged the survival of Bifidobacterium longum at a concentration of at least 10(7) CFU/mL by up to 2 wk on average beyond the control. Further, the inclusion of concentrated beta-glucan in yogurt improved survival of B. longum above 10(7) CFU/mL by 1 wk longer than did freeze-dried beta-glucan. Study results suggest that beta-glucan has a protective effect on bifidobacteria in yogurt when stressed by low-temperature storage.",0.07987644523382187,0.9201235175132751,1,1
"Consumption of a food product containing prebiotics and probiotics has been recognized as an important factor in lowering risk of intestinal cancer and gastrointestinal diseases and risks associated with high cholesterol. An oats-based symbiotic yogurt-like food (Oagurt) was developed using oats and probiotics (Lactobacillus acidophilus, Lactobacillus casei, and Bifidobacterium), with pre-polymerized whey protein (PWP) as a gelation agent. The product was also fortified with inulin to increase soluble fiber, minerals, and vitamins. Physico-chemical analyses and 9 wk shelf life for viability of probiotics and changes in pH and viscosity were carried out for formulations with (F) and without (C) fortification. Results of the shelf life study showed that both L. casei and Bifidobacterium remained at therapeutic levels: 4.8 x 10(6) CFU/g (F), 4.3 x 10(6) CFU/g (C) and 3.1 x 10(6) CFU/g (F), 3.17 x 10(6) CFU/g (C) after 9 wk. However L. acidophilus did not survive after 3 wk. Viscosity and pH decreased significantly during the study with the difference between formulations also significant for pH (P < 0.0001). Scanning electron microscopy of samples revealed that the pre-polymerized whey protein played a major role in the structure of the gel with an increased protein network structure visible at higher PWP levels. A consumer acceptability study showed that the product was ""fair"" for all organoleptic attributes.",0.005454334896057844,0.9945456981658936,1,1
"Low-fat sausages were prepared with various meats to investigate the effect of the addition of oatmeal at 10% as a fat substitute. The sausages were made with beef, pork and chicken after trimming the visible fat, and the physical and sensory properties of the sausages were evaluated. Beef sausage had the lowest cooking yield and the highest hardness, while chicken sausage showed the opposite properties. The addition of oatmeal resulted in sausage products with less cooking loss and softer texture for all types of meat sausages. Such changes were more pronounced for beef low-fat sausage than for the other types of sausages. The results of moisture absorption suggested that the difference in cooking yield and hardness among sausage products was due to the water-retention properties of different meats and the substitute in response to heat treatment. Sensory evaluation indicated that the greatest overall acceptability of the sausage products were obtained from 10% oatmeal-added pork sausage and that the addition of oatmeal led to better acceptability for all types meat sausages.",0.3001241385936737,0.6998758912086487,1,1
"The increasing demand for high-quality gluten-free (GF) bread represents a challenging task for the cereal technologist due to the low baking quality of GF flours as a consequence of the absent gluten network Currently, new technologies are under investigation as tools to improve the bread making performance of GF grains The interest in oats for GF baking is growing owing to the high nutritional quality and suitability for most celiac disease patients. The objective of this paper is to review the latest advances made in the development of high-quality GF bread with particular emphasis on oats and their position in the GF diet",0.06450119614601135,0.9354987740516663,1,1
"This study aimed to quantify the changes caused by varying germination conditions on the contents of some bioactive compounds in barley and oats. Samples of the two grains were germinated at temperatures between 10 and 20 A degrees C for a period of 2-6 days, using a two-dimensional central composite design. The germination temperature had only minor effect in comparison with the germination time. Slight changes in the mineral content of the malts were observed, mainly caused by steeping. Phytate has been seen as an anti-nutritional compound, as it complexes minerals and lowers their bioavailability. The phytate content in barley malts was considerably lower than in the native kernels. Variations in the germination conditions did not have a significant effect on phytate content. In oats, degradation of phytate was significantly enhanced by prolonging the germination period. It was possible to retain the amounts of soluble dietary fibre, when short germination periods were applied. However, long germination periods caused an extensive breakdown of soluble dietary fibre, especially beta-glucan. The content of insoluble fibre, however, was increased by applying long germination periods for oat malts.",0.7273327708244324,0.27266725897789,0,0
"Superheated steam (SS) processing of oat groats with a lab-scale SS processing system was Studied as a method of heat treatment alternative to commercial processing (kiln drying) of groats The objective of this Study was to determine conditions of SS processing necessary to obtain groats with inactivated peroxidase, moisture content and colour comparable to commercially processed groats, but with pasting properties unique to those obtained in commercial processing Raw or moisture tempered oat groats (similar to 13 g) were processed with SS at varying processing times (1-30 min) depending on steam temperature (110-160 degrees C) and velocity (0.35 and 1.00 m/s) used Generally, groats processed with SS exhibited higher cold paste (64 degrees C) viscosity than the groats processed commercially oat groats processed with SS to final moisture content of 9-10/100 g (wet basis, wb) or less were peroxidase negative. The parameters of SS selected for processing of oat groats were temperature of 110 degrees C, a velocity of 1.00 m/s, and two processing times (10 and 14 min). These parameters gave groats with inactivated peroxidase, moisture content at similar to 9.5/100 g (wb), significantly (P < 0.05) brighter colour, and significantly higher cold paste viscosity compared to that of groats processed commercially. (C) 2009 Elsevier Ltd All rights reserved.",0.6284862160682678,0.3715137243270874,0,1
"Epidemiological evidence shows an inverse relationship between dietary fibre intake and body weight gain. Oat beta-glucan, a soluble fibre alters appetite hormones and subjective satiety in acute meal test studies, but its effects have not been demonstrated with chronic consumption. The present study aimed to test the effects in women of two different doses of oat beta-glucan on weight loss and hormones associated with appetite regulation. In a 3-month parallel trial, sixty-six overweight females were randomised into one of three 2 MJ energy-deficit diets: a control and two interventions including 5-6g or 8-9 g beta-glucan. Anthropometric and metabolic variables (blood glucose level, insulin, total cholesterol (TC), LDL, HDL, TAG and leptin), together with markers of appetite regulation (cholecystokinin (CCK), glucagon-like peptide-I (GLP-1), ghrelin, peptide YY (PYY) and PYY3.36) were measured at baseline and at 3 months. After 3 months, all groups lost weight (P<0.001) and showed a reduced waist circumference (P<0.001). The study sample also showed reductions in TC, LDL, HDL, leptin, PYY, GLP-1 values (all P<0.001) and an increase in CCK levels (P<0.001). No significant differences were noted between the groups for all outcome values except PYY levels (P=0.018). In broad terms, the addition of oat beta-glucan did not enhance the effect of energy restriction on weight loss in mildly overweight women, although wide variations in observed results suggests that individual responsiveness may be an issue.",0.23268261551856995,0.7673173546791077,1,0
"Commercial preparations of laccase (LAC) and glucose oxidase (GO) (0.01% and 0.1% addition levels), as well as of a protease (PR) (0.001% and 0.01% addition levels) were tested for their impact on the bread-making performance of gluten-free oat flour. LAC 0.1%, PR 0.001% and PR 0.01% additions significantly improved oat bread quality, as they increased specific volume and decreased crumb hardness and chewiness. In contrast, GO 0.1% addition revealed detrimental effects, as it resulted in the hardest bread crumb. The improved breadmaking performances of oat breads with LAC and PR addition was explained by the increase in batter softness, deformability and elasticity which were achieved upon addition of these enzyme preparations, both containing discernible levels of endo-beta-glucanase side activity. With LAC, the effect is due to prevalence of beta-glucan depolymerisation over protein polymerisation while, with PR, it is due to the combined effect of protein and beta-glucan degradation. Extensive protein hydrolysis during baking may have increased functionality of the soluble protein fraction. In contrast, extensive protein polymerisation was detrimental, as indicated by GO addition. (C) 2009 Elsevier Ltd. All rights reserved.",0.7330421805381775,0.26695775985717773,0,1
"The effect of hydrostatic pressure (HP) has been investigated on cereal starches, proteins and flour systems, but its efficacy in cereal food processing has not been established. This study describes the use of HP as a tool to improve the bread-making performance of oat flour. For this purpose, oat batters were HP-treated at 200, 350 or 500 MPa, and the microstructure was investigated using scanning electron microscopy and bright field microscopy. Furthermore, HP-treated oat batters were added to an oat-bread recipe, replacing 10, 20 or 40% of untreated oat flour. Breads analysis revealed significantly improved bread volume upon addition of 10% oat batter treated at 200 MPa. The staling rate was reduced of all breads containing oat batter treated at 200 MPa. In contrast, bread quality deteriorated due to addition of oat batters treated at pressures a parts per thousand yen350 MPa, independent of the addition level. Overall, weakening of the protein structure, moisture redistribution and possibly changed interactions between proteins and starch were responsible for the positive effects of HP-treatment at 200 MPa on the bread-making performance of oat flour. Protein network formation and pre-gelatinisation of starch did not improve oat-bread quality.",0.8570585250854492,0.14294147491455078,0,0
